;"GERÊNCIA DE SUPRIMENTOS
LISTA DE ITENS VIGENTES EM ATAS E CONTRATOS - ATT 12/08/2026";;;;;;;;;;;
;COD. PRODUTO FLUIG;CONTRATO;ENTIDADE;STATUSCONTRATO;FORNECEDOR;DATA INICIO;DATA FIM;IDPRD RM;NOME FANTASIA;DESC. PRODUTO;R$ TOTAL CONTRATO;CNPJ
;557372;2023.0035;SESI-DR/ES;VIGENTE;JEFFERSON FRANÇA SOCIEDADE INDIVIDUAL DE ADVOCACIA;17/02/2023;17/02/2027;10663;CREDENCIAMENTO - ASSESSORIA E CONSULTORIA - SERVICO DE CALCULOS JUDICIAIS;CREDENCIAMENTO ASSESSORIA E CONSULTORIA, TIPO: SERVICO DE CALCULO JUDICIAL, COMPLEMENTO: CALCULOS JUDICIAIS;126.500,00;06.298.037/0002-05
;557372;2023.0035;SENAI-DR/ES;VIGENTE;JEFFERSON FRANÇA SOCIEDADE INDIVIDUAL DE ADVOCACIA;17/02/2023;17/02/2027;10663;CREDENCIAMENTO - ASSESSORIA E CONSULTORIA - SERVICO DE CALCULOS JUDICIAIS;CREDENCIAMENTO ASSESSORIA E CONSULTORIA, TIPO: SERVICO DE CALCULO JUDICIAL, COMPLEMENTO: CALCULOS JUDICIAIS;126.500,00;06.298.037/0002-05
;009101;2023.0036;FINDES;VIGENTE;ANDRE HEES GESTAO, COMUNICACAO, ECONOMIA DA ATENCAO LTDA;08/02/2023;08/08/2027;9110;ASSESSORIA E CONSULTORIA ADMINISTRATIVA;ASSESSORIA E CONSULTORIA ADMINISTRATIVA;25.200,00;34.880.750/0001-17
;000395;2023.0004;SESI-DR/ES;VIGENTE;ELVIRO A SILVA R9 ACADEMY;01/02/2023;01/02/2027;474;LOCAÇÃO DE ESPAÇO;LOCACAO ESPACO;0,02;32.983.031/0001-04
;000395;2023.0004;SESI-DR/ES;VIGENTE;ELVIRO A SILVA R9 ACADEMY;01/02/2023;01/02/2027;474;LOCAÇÃO DE ESPAÇO;LOCACAO ESPACO;0,02;32.983.031/0001-04
;000395;2023.0003;SESI-DR/ES;VIGENTE;ELVIRO A SILVA R9 ACADEMY;01/02/2023;01/02/2027;474;LOCAÇÃO DE ESPAÇO;LOCACAO ESPACO;0,01;32.983.031/0001-04
;001086;2023.0014;SESI-DR/ES;VIGENTE;FUNDACAO CENTRO DE ESTUDOS DO COMERCIO EXTERIOR;13/01/2023;13/01/2027;1170;LICENÇA DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: LICENCA;28.000,00;42.580.266/0001-09
;007301;2023.0002;FINDES;VIGENTE;MARCO ANTONIO REDINZ ME;09/01/2023;09/02/2027;7392;ASSESSORIA E CONSULTORIA JURIDICA;ASSESSORIA E CONSULTORIA JURIDICA;108.000,00;32.730.496/0001-45
;009124;2022.0242;SENAI-DR/ES;VIGENTE;TOTVS S/A;09/01/2023;09/01/2027;9140;SERVIÇOS DE MANUTENÇÃO DE SOFTWARE;MANUTENCAO DE SOFTWARE, COMPLEMENTO: SERVICOS;235.382,92;53.113.791/0001-22
;560846;2022.0242;SENAI-DR/ES;VIGENTE;TOTVS S/A;09/01/2023;09/01/2027;14171;SERVICO DE IMPLANTACAO DE SOLUCAO/SOFTWARE DE TECNOLOGIA DA INFORMACAO;IMPLANTACAO DE SOFTWARE DE TECNOLOGIA DA INFORMACAO, COMPLEMENTO: SERVICO SOLUCAO;235.382,92;53.113.791/0001-22
;560846;2022.0242;SENAI-DR/ES;VIGENTE;TOTVS S/A;09/01/2023;09/01/2027;14171;SERVICO DE IMPLANTACAO DE SOLUCAO/SOFTWARE DE TECNOLOGIA DA INFORMACAO;IMPLANTACAO DE SOFTWARE DE TECNOLOGIA DA INFORMACAO, COMPLEMENTO: SERVICO SOLUCAO;235.382,92;53.113.791/0001-22
;001086;2022.0242;SENAI-DR/ES;VIGENTE;TOTVS S/A;09/01/2023;09/01/2027;1170;LICENÇA DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: LICENCA;235.382,92;53.113.791/0001-22
;001086;2022.0242;SENAI-DR/ES;VIGENTE;TOTVS S/A;09/01/2023;09/01/2027;1170;LICENÇA DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: LICENCA;235.382,92;53.113.791/0001-22
;009124;2022.0242;SESI-DR/ES;VIGENTE;TOTVS S/A;09/01/2023;09/01/2027;9140;SERVIÇOS DE MANUTENÇÃO DE SOFTWARE;MANUTENCAO DE SOFTWARE, COMPLEMENTO: SERVICOS;235.382,92;53.113.791/0001-22
;560846;2022.0242;SESI-DR/ES;VIGENTE;TOTVS S/A;09/01/2023;09/01/2027;14171;SERVICO DE IMPLANTACAO DE SOLUCAO/SOFTWARE DE TECNOLOGIA DA INFORMACAO;IMPLANTACAO DE SOFTWARE DE TECNOLOGIA DA INFORMACAO, COMPLEMENTO: SERVICO SOLUCAO;235.382,92;53.113.791/0001-22
;560846;2022.0242;SESI-DR/ES;VIGENTE;TOTVS S/A;09/01/2023;09/01/2027;14171;SERVICO DE IMPLANTACAO DE SOLUCAO/SOFTWARE DE TECNOLOGIA DA INFORMACAO;IMPLANTACAO DE SOFTWARE DE TECNOLOGIA DA INFORMACAO, COMPLEMENTO: SERVICO SOLUCAO;235.382,92;53.113.791/0001-22
;001086;2022.0242;SESI-DR/ES;VIGENTE;TOTVS S/A;09/01/2023;09/01/2027;1170;LICENÇA DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: LICENCA;235.382,92;53.113.791/0001-22
;001086;2022.0242;SESI-DR/ES;VIGENTE;TOTVS S/A;09/01/2023;09/01/2027;1170;LICENÇA DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: LICENCA;235.382,92;53.113.791/0001-22
;009124;2022.0240;SENAI-DR/ES;VIGENTE;PARADIGMA BUSINESS SOLUTIONS LTDA;20/12/2022;20/12/2026;9140;SERVIÇOS DE MANUTENÇÃO DE SOFTWARE;MANUTENCAO DE SOFTWARE, COMPLEMENTO: SERVICOS;342.704,00;02.816.751/0001-06
;560846;2022.0240;SENAI-DR/ES;VIGENTE;PARADIGMA BUSINESS SOLUTIONS LTDA;20/12/2022;20/12/2026;14171;SERVICO DE IMPLANTACAO DE SOLUCAO/SOFTWARE DE TECNOLOGIA DA INFORMACAO;IMPLANTACAO DE SOFTWARE DE TECNOLOGIA DA INFORMACAO, COMPLEMENTO: SERVICO SOLUCAO;342.704,00;02.816.751/0001-06
;001150;2022.0240;SENAI-DR/ES;VIGENTE;PARADIGMA BUSINESS SOLUTIONS LTDA;20/12/2022;20/12/2026;1234;SERVIÇOS DE SUPORTE TÉCNICO À TECNOLOGIA DA INFORMAÇÃO PJ;SUPORTE TECNICO A TECNOLOGIA DA INFORMACAO, COMPLEMENTO: SERVICOS PJ;342.704,00;02.816.751/0001-06
;009116;2022.0240;SENAI-DR/ES;VIGENTE;PARADIGMA BUSINESS SOLUTIONS LTDA;20/12/2022;20/12/2026;9132;AQUISIÇÃO DE LICENCIAMENTO DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: AQUISICAO;342.704,00;02.816.751/0001-06
;009124;2022.0240;SESI-DR/ES;VIGENTE;PARADIGMA BUSINESS SOLUTIONS LTDA;20/12/2022;20/12/2026;9140;SERVIÇOS DE MANUTENÇÃO DE SOFTWARE;MANUTENCAO DE SOFTWARE, COMPLEMENTO: SERVICOS;342.704,00;02.816.751/0001-06
;560846;2022.0240;SESI-DR/ES;VIGENTE;PARADIGMA BUSINESS SOLUTIONS LTDA;20/12/2022;20/12/2026;14171;SERVICO DE IMPLANTACAO DE SOLUCAO/SOFTWARE DE TECNOLOGIA DA INFORMACAO;IMPLANTACAO DE SOFTWARE DE TECNOLOGIA DA INFORMACAO, COMPLEMENTO: SERVICO SOLUCAO;342.704,00;02.816.751/0001-06
;001150;2022.0240;SESI-DR/ES;VIGENTE;PARADIGMA BUSINESS SOLUTIONS LTDA;20/12/2022;20/12/2026;1234;SERVIÇOS DE SUPORTE TÉCNICO À TECNOLOGIA DA INFORMAÇÃO PJ;SUPORTE TECNICO A TECNOLOGIA DA INFORMACAO, COMPLEMENTO: SERVICOS PJ;342.704,00;02.816.751/0001-06
;009116;2022.0240;SESI-DR/ES;VIGENTE;PARADIGMA BUSINESS SOLUTIONS LTDA;20/12/2022;20/12/2026;9132;AQUISIÇÃO DE LICENCIAMENTO DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: AQUISICAO;342.704,00;02.816.751/0001-06
;558337;2024.0234;SESI-DR/ES;VIGENTE;LG IMAGEM;28/11/2022;28/11/2027;11633;Credenciamento - Ultrassonografia;Credenciamento - Ultrassonografia;150.000,00;17.216.520/0001-39
;555953;2024.0234;SESI-DR/ES;VIGENTE;LG IMAGEM;28/11/2022;28/11/2027;9248;CREDENCIAMENTO EXAME RADIOLOGICO, COMPLEMENTO: SERVICOS EXAMES RADIOLOGICOS;CREDENCIAMENTO EXAME RADIOLOGICO, COMPLEMENTO: SERVICOS EXAMES RADIOLOGICOS;150.000,00;17.216.520/0001-39
;556143;2024.0210;SESI-DR/ES;VIGENTE;LABORATORIO CREMASCO;10/11/2022;10/11/2027;9456;CREDENCIAMENTO - EXAMES LABORATORIAIS;CREDENCIAMENTO - EXAMES LABORATORIAIS;10.000,00;31.815.525/0013-42
;555942;2024.0195;SESI-DR/ES;VIGENTE;MARIANTE CLINICA OFTALMOLOGICA LTDA;10/11/2022;10/11/2027;9236;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;10.000,00;37.682.906/0001-43
;555940;2024.0195;SESI-DR/ES;VIGENTE;MARIANTE CLINICA OFTALMOLOGICA LTDA;10/11/2022;10/11/2027;9232;CREDENCIAMENTO CONSULTA, TIPO: CONSULTA MEDICA;CREDENCIAMENTO CONSULTA, TIPO: CONSULTA MEDICA;10.000,00;37.682.906/0001-43
;001086;2022.0226;FINDES;VENCENDO;HIGESTOR;08/11/2022;08/11/2026;1170;LICENÇA DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: LICENCA;74.050,06;01.105.652/0001-53
;555953;2024.0228;SESI-DR/ES;VIGENTE;CREMASCO MEDICINA DIAGNOSTICA LTDA;07/11/2022;07/11/2027;9248;CREDENCIAMENTO EXAME RADIOLOGICO, COMPLEMENTO: SERVICOS EXAMES RADIOLOGICOS;CREDENCIAMENTO EXAME RADIOLOGICO, COMPLEMENTO: SERVICOS EXAMES RADIOLOGICOS;10.000,00;31.815.525/0010-08
;556143;2024.0228;SESI-DR/ES;VIGENTE;CREMASCO MEDICINA DIAGNOSTICA LTDA;07/11/2022;07/11/2027;9456;CREDENCIAMENTO - EXAMES LABORATORIAIS;CREDENCIAMENTO - EXAMES LABORATORIAIS;10.000,00;31.815.525/0010-08
;556143;2024.0225;SESI-DR/ES;VIGENTE;CREMASCO LABORATORIO;07/11/2022;07/11/2027;9456;CREDENCIAMENTO - EXAMES LABORATORIAIS;CREDENCIAMENTO - EXAMES LABORATORIAIS;10.000,00;31.815.525/0020-71
;556143;2024.0209;SESI-DR/ES;VIGENTE;CREMASCO MEDICINA DIAGNOSTICA LTDA;07/11/2022;07/11/2027;9456;CREDENCIAMENTO - EXAMES LABORATORIAIS;CREDENCIAMENTO - EXAMES LABORATORIAIS;10.000,00;31.815.525/0009-66
;556143;2024.0204;SESI-DR/ES;VIGENTE;CREMASCO MEDICINA DIAGNOSTICA;07/11/2022;07/11/2027;9456;CREDENCIAMENTO - EXAMES LABORATORIAIS;CREDENCIAMENTO - EXAMES LABORATORIAIS;15.000,00;31.815.525/0001-09
;556143;2024.0198;SESI-DR/ES;VIGENTE;CREMASCO MEDICINA DIAGNOSTICA LTDA;07/11/2022;07/11/2027;9456;CREDENCIAMENTO - EXAMES LABORATORIAIS;CREDENCIAMENTO - EXAMES LABORATORIAIS;10.000,00;31.815.525/0031-24
;556143;2024.0193;SESI-DR/ES;VIGENTE;CREMASCO MEDICINA DIAGNOSTICA LTDA;07/11/2022;07/11/2027;9456;CREDENCIAMENTO - EXAMES LABORATORIAIS;CREDENCIAMENTO - EXAMES LABORATORIAIS;10.000,00;31.815.525/0043-68
;555942;2024.0186;SESI-DR/ES;VIGENTE;CENTRO MÉDICO CAPIXABA;07/11/2022;07/11/2027;9236;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;45.000,00;23.215.057/0001-03
;569424;2023.0120;SENAI-DR/ES;VIGENTE;OF.CARAN - PROJETOS, CONSULTORIA E PLANEJAMENTO EIRELI;07/11/2022;07/11/2027;22749;CREDENCIAMENTO - SERVICOS DE PROJETOS DE ENGENHARIA;CREDENCIAMENTO: SERVICO PROJETO ENGENHARIA;1.324.643,68;04.729.210/0001-76
;569424;2023.0120;SESI-DR/ES;VIGENTE;OF.CARAN - PROJETOS, CONSULTORIA E PLANEJAMENTO EIRELI;07/11/2022;07/11/2027;22749;CREDENCIAMENTO - SERVICOS DE PROJETOS DE ENGENHARIA;CREDENCIAMENTO: SERVICO PROJETO ENGENHARIA;1.324.643,68;04.729.210/0001-76
;558320;2024.0215;SESI-DR/ES;VIGENTE;HEMOCLIN CENTRO MEDICO E LABORATORIO DE ANALISES CLINICAS LTDA;17/10/2022;17/10/2027;11616;Credenciamento - Hematologia - Consulta médica com laudo;Credenciamento - Hematologia - Consulta médica com laudo;37.948,00;38.538.611/0001-60
;558307;2024.0215;SESI-DR/ES;VIGENTE;HEMOCLIN CENTRO MEDICO E LABORATORIO DE ANALISES CLINICAS LTDA;17/10/2022;17/10/2027;11603;CREDENCIAMENTO OFTALMOLOGIA, TIPO: TESTE DE ACUIDADE VISUAL;CREDENCIAMENTO OFTALMOLOGIA, TIPO: TESTE DE ACUIDADE VISUAL;37.948,00;38.538.611/0001-60
;558304;2024.0215;SESI-DR/ES;VIGENTE;HEMOCLIN CENTRO MEDICO E LABORATORIO DE ANALISES CLINICAS LTDA;17/10/2022;17/10/2027;11600;CREDENCIAMENTO OFTALMOLOGIA, TIPO: CONSULTA OFTALMOLOGICA COM TONOMETRIA COM LAUDO, COMPLEMENTO: MEDICA ESPECIALIDADE;CREDENCIAMENTO OFTALMOLOGIA, TIPO: CONSULTA OFTALMOLOGICA COM TONOMETRIA COM LAUDO, COMPLEMENTO: MEDICA ESPECIALIDADE;37.948,00;38.538.611/0001-60
;558844;2024.0215;SESI-DR/ES;VIGENTE;HEMOCLIN CENTRO MEDICO E LABORATORIO DE ANALISES CLINICAS LTDA;17/10/2022;17/10/2027;12140;CREDENCIAMENTO MEDICINA DO TRABALHO, TIPO: CONSULTA OCUPACIONAL (ADMISSIONAL, PERIODICO, RETORNO AO TRABALHO, MUDANCA DE;CREDENCIAMENTO MEDICINA DO TRABALHO, TIPO: CONSULTA OCUPACIONAL (ADMISSIONAL, PERIODICO, RETORNO AO TRABALHO, MUDANCA DE FUNCAO, DEMISSIONAL, COMPLEMENTAR, AVALIACAO MEDICA PPR), COMPLEMENTO: (ADM TRAB DEM MED;37.948,00;38.538.611/0001-60
;558335;2024.0188;SESI-DR/ES;VIGENTE;LIMA & LACERDA SERVICOS MEDICOS LTDA;17/10/2022;17/10/2027;11631;CREDENCIAMENTO TELEMEDICINA, TIPO: TELEMEDICINA COM EMISSAO LAUDO;CREDENCIAMENTO TELEMEDICINA, TIPO: TELEMEDICINA COM EMISSAO LAUDO;50.000,00;11.205.787/0001-44
;569558;2022.0195;SENAI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;04/10/2022;04/10/2027;22885;SERVICOS TECNICOS ESPECIALIZADOS EM SEGURANCA DA INFORMACAO;SERVICO TECNICO ESPECIALIZADO EM SEGURANCA DA INFORMACAO, COMPLEMENTO: SERVICOS TECNICOS ESPECIALIZADOS;1.771.497,20;01.707.536/0001-04
;569556;2022.0195;SENAI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;04/10/2022;04/10/2027;22883;TESTE DE INVASAO, PESTEST EM ATIVOS DE REDE COM IP;TESTE INVASAO, COMPLEMENTO: INVASAO, PESTEST ATIVOS REDE IP;1.771.497,20;01.707.536/0001-04
;569555;2022.0195;SENAI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;04/10/2022;04/10/2027;22882;TESTE DE INVASAO EM APLICACOES WEB - PENTEST;TESTE INVASAO, COMPLEMENTO: APLICACOES WEB PENTEST;1.771.497,20;01.707.536/0001-04
;569553;2022.0195;SENAI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;04/10/2022;04/10/2027;22880;SERVICO DE GESTAO DE SENHAS E VISIBILIDADE DE ACESSOS PRIVILEGIADOS NO AMBIENTE;GESTAO DE SENHA E VISIBILIDADE DE ACESSO PRIVILEGIADO NO AMBIENTE, COMPLEMENTO: SERVICO SENHAS ACESSOS PRIVILEGIADOS;1.771.497,20;01.707.536/0001-04
;569552;2022.0195;SENAI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;04/10/2022;04/10/2027;22879;SERVICO DE DETECCAO E RESPOSTA EM ENDPOINTS;DETECCAO E RESPOSTA EM ENDPOINT, COMPLEMENTO: SERVICO ENDPOINTS;1.771.497,20;01.707.536/0001-04
;569551;2022.0195;SENAI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;04/10/2022;04/10/2027;22878;SERVICO DE CORRELACIONAMENTO DE LOGS E PACOTES DE REDE;SERVICO DE CORRELACIONAMENTO DE LOGS E PACOTES DE REDE;1.771.497,20;01.707.536/0001-04
;569550;2022.0195;SENAI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;04/10/2022;04/10/2027;22877;SERVICO DE GESTAO DE VULNERABILIDADE E AUDITORIA DE CONFIGURACAO DE ATIVOS DE REDE;GESTAO DE VULNERABILIDADE E AUDITORIA DE CONFIGURACAO DE ATIVOS DE REDE, COMPLEMENTO: SERVICO;1.771.497,20;01.707.536/0001-04
;569548;2022.0195;SENAI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;04/10/2022;04/10/2027;22875;SERVICO GESTAO VULNERABILIDADE EM APLICACOES WEB;GESTAO DE VULNERABILIDADE EM APLICACAO WEB, COMPLEMENTO: SERVICO APLICACOES;1.771.497,20;01.707.536/0001-04
;555953;2024.0222;SESI-DR/ES;VIGENTE;UNIRAD;03/10/2022;03/10/2027;9248;CREDENCIAMENTO EXAME RADIOLOGICO, COMPLEMENTO: SERVICOS EXAMES RADIOLOGICOS;CREDENCIAMENTO EXAME RADIOLOGICO, COMPLEMENTO: SERVICOS EXAMES RADIOLOGICOS;10.000,00;39.794.839/0001-84
;569558;2022.0194;SESI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;29/09/2022;29/09/2027;22885;SERVICOS TECNICOS ESPECIALIZADOS EM SEGURANCA DA INFORMACAO;SERVICO TECNICO ESPECIALIZADO EM SEGURANCA DA INFORMACAO, COMPLEMENTO: SERVICOS TECNICOS ESPECIALIZADOS;5.263.218,80;01.707.536/0001-04
;569557;2022.0194;SESI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;29/09/2022;29/09/2027;22884;SERVICO DE INTELIGENCIA APLICADO A SEGURANCA - BUSCAS EM DEEP E DARK WEB;INTELIGENCIA APLICADO A SEGURANCA, COMPLEMENTO: SERVICO BUSCAS DEEP DARK WEB;5.263.218,80;01.707.536/0001-04
;569556;2022.0194;SESI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;29/09/2022;29/09/2027;22883;TESTE DE INVASAO, PESTEST EM ATIVOS DE REDE COM IP;TESTE INVASAO, COMPLEMENTO: INVASAO, PESTEST ATIVOS REDE IP;5.263.218,80;01.707.536/0001-04
;569555;2022.0194;SESI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;29/09/2022;29/09/2027;22882;TESTE DE INVASAO EM APLICACOES WEB - PENTEST;TESTE INVASAO, COMPLEMENTO: APLICACOES WEB PENTEST;5.263.218,80;01.707.536/0001-04
;569554;2022.0194;SESI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;29/09/2022;29/09/2027;22881;SERVICO DE RESPOSTAS AOS INCIDENTES DE SEGURANCA E DE PRIVACIDADE;RESPOSTA A INCIDENTE DE SEGURANCA E DE PRIVACIDADE, COMPLEMENTO: SERVICO RESPOSTAS AOS INCIDENTES;5.263.218,80;01.707.536/0001-04
;569553;2022.0194;SESI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;29/09/2022;29/09/2027;22880;SERVICO DE GESTAO DE SENHAS E VISIBILIDADE DE ACESSOS PRIVILEGIADOS NO AMBIENTE;GESTAO DE SENHA E VISIBILIDADE DE ACESSO PRIVILEGIADO NO AMBIENTE, COMPLEMENTO: SERVICO SENHAS ACESSOS PRIVILEGIADOS;5.263.218,80;01.707.536/0001-04
;569552;2022.0194;SESI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;29/09/2022;29/09/2027;22879;SERVICO DE DETECCAO E RESPOSTA EM ENDPOINTS;DETECCAO E RESPOSTA EM ENDPOINT, COMPLEMENTO: SERVICO ENDPOINTS;5.263.218,80;01.707.536/0001-04
;569551;2022.0194;SESI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;29/09/2022;29/09/2027;22878;SERVICO DE CORRELACIONAMENTO DE LOGS E PACOTES DE REDE;SERVICO DE CORRELACIONAMENTO DE LOGS E PACOTES DE REDE;5.263.218,80;01.707.536/0001-04
;569550;2022.0194;SESI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;29/09/2022;29/09/2027;22877;SERVICO DE GESTAO DE VULNERABILIDADE E AUDITORIA DE CONFIGURACAO DE ATIVOS DE REDE;GESTAO DE VULNERABILIDADE E AUDITORIA DE CONFIGURACAO DE ATIVOS DE REDE, COMPLEMENTO: SERVICO;5.263.218,80;01.707.536/0001-04
;569548;2022.0194;SESI-DR/ES;VIGENTE;ISH TECNOLOGIA S/A;29/09/2022;29/09/2027;22875;SERVICO GESTAO VULNERABILIDADE EM APLICACOES WEB;GESTAO DE VULNERABILIDADE EM APLICACAO WEB, COMPLEMENTO: SERVICO APLICACOES;5.263.218,80;01.707.536/0001-04
;555940;2024.0205;SESI-DR/ES;VIGENTE;CLINICA VITORIA-CENTRO DE REFERENCIA EM CIRURGIA DE MAO;26/09/2022;26/09/2027;9232;CREDENCIAMENTO CONSULTA, TIPO: CONSULTA MEDICA;CREDENCIAMENTO CONSULTA, TIPO: CONSULTA MEDICA;10.000,00;05.620.907/0001-77
;555942;2024.0194;SESI-DR/ES;VIGENTE;CLINICA INSTITUTO DO SONO CAPIXABA LTDA;21/09/2022;21/09/2027;9236;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;10.000,00;18.559.819/0001-59
;555940;2024.0194;SESI-DR/ES;VIGENTE;CLINICA INSTITUTO DO SONO CAPIXABA LTDA;21/09/2022;21/09/2027;9232;CREDENCIAMENTO CONSULTA, TIPO: CONSULTA MEDICA;CREDENCIAMENTO CONSULTA, TIPO: CONSULTA MEDICA;10.000,00;18.559.819/0001-59
;558335;2024.0203;SESI-DR/ES;VIGENTE;MAIS TELEMEDICINA;11/07/2022;11/07/2027;11631;CREDENCIAMENTO TELEMEDICINA, TIPO: TELEMEDICINA COM EMISSAO LAUDO;CREDENCIAMENTO TELEMEDICINA, TIPO: TELEMEDICINA COM EMISSAO LAUDO;130.000,00;24.958.096/0001-63
;009116;2022.0088;CONEF;VIGENTE;TOTVS S/A;10/06/2022;10/06/2027;9132;AQUISIÇÃO DE LICENCIAMENTO DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: AQUISICAO;742.671,00;53.113.791/0001-22
;009116;2022.0088;IEL/ES;VIGENTE;TOTVS S/A;10/06/2022;10/06/2027;9132;AQUISIÇÃO DE LICENCIAMENTO DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: AQUISICAO;742.671,00;53.113.791/0001-22
;009116;2022.0088;CINDES;VIGENTE;TOTVS S/A;10/06/2022;10/06/2027;9132;AQUISIÇÃO DE LICENCIAMENTO DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: AQUISICAO;742.671,00;53.113.791/0001-22
;009116;2022.0088;SENAI-DR/ES;VIGENTE;TOTVS S/A;10/06/2022;10/06/2027;9132;AQUISIÇÃO DE LICENCIAMENTO DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: AQUISICAO;742.671,00;53.113.791/0001-22
;009116;2022.0088;FINDES;VIGENTE;TOTVS S/A;10/06/2022;10/06/2027;9132;AQUISIÇÃO DE LICENCIAMENTO DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: AQUISICAO;742.671,00;53.113.791/0001-22
;009116;2022.0088;SESI-DR/ES;VIGENTE;TOTVS S/A;10/06/2022;10/06/2027;9132;AQUISIÇÃO DE LICENCIAMENTO DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: AQUISICAO;742.671,00;53.113.791/0001-22
;009116;2022.0087;CONEF;VIGENTE;TOTVS S/A;10/06/2022;10/06/2027;9132;AQUISIÇÃO DE LICENCIAMENTO DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: AQUISICAO;91.722,00;53.113.791/0001-22
;009116;2022.0087;FINDES;VIGENTE;TOTVS S/A;10/06/2022;10/06/2027;9132;AQUISIÇÃO DE LICENCIAMENTO DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: AQUISICAO;91.722,00;53.113.791/0001-22
;009116;2022.0087;CINDES;VIGENTE;TOTVS S/A;10/06/2022;10/06/2027;9132;AQUISIÇÃO DE LICENCIAMENTO DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: AQUISICAO;91.722,00;53.113.791/0001-22
;009116;2022.0087;IEL/ES;VIGENTE;TOTVS S/A;10/06/2022;10/06/2027;9132;AQUISIÇÃO DE LICENCIAMENTO DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: AQUISICAO;91.722,00;53.113.791/0001-22
;009116;2022.0087;SENAI-DR/ES;VIGENTE;TOTVS S/A;10/06/2022;10/06/2027;9132;AQUISIÇÃO DE LICENCIAMENTO DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: AQUISICAO;91.722,00;53.113.791/0001-22
;009116;2022.0087;SESI-DR/ES;VIGENTE;TOTVS S/A;10/06/2022;10/06/2027;9132;AQUISIÇÃO DE LICENCIAMENTO DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: AQUISICAO;91.722,00;53.113.791/0001-22
;555953;2024.0157;SESI-DR/ES;VIGENTE;CENTRO DE DIAGNOSTICO POR IMAGEM DE COLATINA LTDA;20/05/2022;20/05/2027;9248;CREDENCIAMENTO EXAME RADIOLOGICO, COMPLEMENTO: SERVICOS EXAMES RADIOLOGICOS;CREDENCIAMENTO EXAME RADIOLOGICO, COMPLEMENTO: SERVICOS EXAMES RADIOLOGICOS;117.612,00;12.201.459/0001-32
